ID	signup_ym	birth_year	annual_income	marital_status	children	recency	amount_alcohol	amount_fruit	amount_meat	amount_fish	amount_snack	amount_general	num_purchase_web	num_purchase_store	num_purchase_discount	promotion_1	promotion_2	promotion_3	promotion_4	promotion_5	promotion_6	revenue
13	2021-10	1955	32965400.0	사별	1	57	24700	0	6500	0	0	10400	1	3	2	0	0	0	0	0	0	11
1834	2022-06	1986	46207200.0	미혼	1	77	39000	6500	29900	5200	1300	5200	2	3	1	0	0	0	0	0	0	11
2285	2021-08	1962	47624200.0	배우자 있음	1	0	276900	11700	98800	5200	3900	39000	5	5	3	0	0	0	0	0	0	11
2295	2022-05	1962	81471000.0	배우자 있음	1	57	700700	39000	119600	104000	59800	49400	5	13	1	0	0	0	0	0	0	11
1378	2021-10	1980	65434200.0	배우자 있음	1	24	369200	20800	208000	109200	20800	174200	7	6	6	0	0	0	0	0	0	11
2781	2022-09	1989	93685800.0	미혼	0	55	1303900	44200	696800	174200	66300	44200	4	6	1	1	0	0	0	1	1	11
1165	2021-07	1966	65947700.0	미혼	2	62	310700	16900	185900	58500	5200	67600	6	7	9	0	0	0	0	0	0	11
1404	2021-08	1976	45390800.0	배우자 있음	2	89	66300	29900	106600	42900	0	54600	5	3	4	0	0	0	0	0	0	11
6457	2022-08	1984	84359600.0	이혼	1	77	685100	31200	299000	41600	31200	84500	6	12	2	0	0	0	0	0	0	11
2639	2022-04	1974	56682600.0	미혼	2	45	24700	6500	15600	13000	3900	24700	3	2	3	0	0	0	0	0	0	11
8299	2021-12	1997	44194800.0	미혼	0	46	52000	2600	19500	10400	0	7800	1	3	1	0	0	0	0	0	0	11
6437	2021-09	1993	53914900.0	미혼	1	80	27300	10400	26000	19500	3900	11700	2	3	1	0	0	0	0	0	0	11
6912	2021-11	1975	82219800.0	배우자 있음	2	60	770900	39000	118300	37700	28600	9100	6	12	1	0	0	0	0	0	0	11
7327	2022-03	1967	47751600.0	배우자 있음	2	71	27300	6500	3900	13000	1300	9100	1	4	3	0	0	0	0	0	0	11
5299	2022-02	1978	89809200.0	배우자 있음	1	43	1535300	139100	258700	50700	39000	39000	7	13	2	0	0	0	0	0	0	11
4127	2021-05	1975	101095800.0	배우자 있음	1	97	1305200	76700	344500	149500	76700	35100	11	11	2	0	0	1	0	0	1	11
8143	2021-10	1993	49307700.0	미혼	0	49	262600	2600	59800	3900	2600	13000	4	5	2	1	0	0	1	0	1	11
1964	2021-12	1959	112593000.0	배우자 있음	0	66	579800	139100	998400	42900	254800	68900	5	6	1	0	0	0	0	0	0	11
3690	2021-04	1994	104183300.0	배우자 있음	0	20	1539200	132600	874900	67600	52000	52000	7	10	1	0	0	0	0	1	1	11
3433	2021-08	1963	94425500.0	배우자 있음	0	54	507000	28600	419900	135200	45500	139100	6	6	1	1	0	0	0	0	0	11
3389	2021-02	1978	89720800.0	배우자 있음	1	61	943800	68900	471900	159900	139100	209300	8	13	4	0	0	0	0	0	0	11
4712	2021-02	1999	26250900.0	배우자 있음	0	18	10400	10400	28600	31200	14300	11700	1	4	1	0	0	0	0	0	0	11
1170	2021-06	1983	35844900.0	배우자 있음	1	45	65000	19500	143000	50700	19500	19500	5	4	4	0	0	0	0	0	0	11
6347	2021-09	1987	20620600.0	미혼	1	26	1300	1300	5200	14300	11700	13000	1	3	1	0	0	0	0	0	0	11
4065	2021-05	1984	64407200.0	배우자 있음	1	0	400400	0	94900	0	0	29900	5	8	2	0	0	0	0	0	0	11
8230	2022-04	1988	43196400.0	배우자 있음	1	28	28600	2600	40300	9100	5200	6500	2	3	1	0	0	0	0	0	0	11
1215	2022-01	1986	91572000.0	배우자 있음	0	49	897000	152100	648700	98800	132600	114400	5	7	1	1	0	0	0	0	0	11
5939	2022-04	1979	49701600.0	배우자 있음	2	84	55900	6500	36400	9100	7800	42900	3	3	4	0	0	0	0	0	0	11
2156	2021-01	1963	29320200.0	배우자 있음	2	38	35100	0	13000	0	0	5200	2	4	4	0	0	0	0	0	0	11
7788	2022-08	1991	30596800.0	배우자 있음	1	53	7800	0	3900	0	0	1300	0	3	1	0	0	0	0	0	0	11
10323	2022-01	1960	64236900.0	배우자 있음	1	88	266500	9100	53300	3900	2600	59800	4	5	2	0	0	0	0	0	0	11
7947	2022-06	1977	54900300.0	배우자 있음	2	99	31200	0	10400	0	1300	5200	1	3	1	0	0	0	0	0	0	11
1891	2020-11	1988	102425700.0	이혼	0	12	867100	65000	1105000	27300	107900	107900	4	5	1	0	0	0	0	0	1	11
2570	2021-10	1976	73494200.0	배우자 있음	1	35	898300	9100	79300	13000	0	59800	10	7	4	0	1	0	1	0	1	11
9256	2021-04	1979	75855000.0	미혼	1	5	640900	33800	267800	150800	104000	104000	8	12	4	0	0	0	0	0	0	11
295	2021-10	1997	105582100.0	미혼	0	77	640900	91000	421200	189800	52000	109200	3	11	1	0	0	0	0	0	0	11
7397	2021-10	1959	63817000.0	미혼	1	45	642200	6500	106600	9100	0	130000	7	9	3	0	0	0	0	0	0	11
6349	2021-10	1995	80323100.0	이혼	0	71	807300	94900	538200	101400	62400	110500	8	6	1	0	0	0	0	0	0	11
10790	2021-05	1993	23619700.0	배우자 있음	1	40	11700	0	6500	0	0	9100	1	2	1	0	0	0	0	0	0	11
10398	2020-11	1989	31636800.0	미혼	1	82	1300	7800	2600	10400	2600	15600	1	2	1	0	0	0	0	0	0	11
2431	2021-03	1998	23688600.0	배우자 있음	0	70	15600	5200	24700	15600	7800	18200	2	3	1	0	0	0	0	0	0	11
550	2021-08	1960	81035500.0	이혼	1	87	315900	170300	282100	110500	7800	33800	3	13	2	0	0	0	0	0	0	11
1890	2020-12	1979	54642900.0	배우자 있음	2	95	14300	1300	5200	2600	0	9100	1	2	1	0	0	0	0	0	0	11
10742	2021-05	1991	112554000.0	배우자 있음	0	72	691600	27300	165100	33800	26000	26000	4	5	0	0	0	0	0	1	0	11
10356	2020-12	1965	53868100.0	이혼	2	5	37700	0	2600	0	0	1300	1	3	1	0	0	0	0	0	0	11
4676	2022-06	1959	95816500.0	사별	2	86	795600	118300	676000	335400	139100	139100	9	8	2	0	0	0	0	0	0	11
8852	2020-11	1984	79383200.0	배우자 있음	1	80	503100	163800	444600	0	58500	234000	8	11	5	0	0	0	0	0	0	11
3565	2022-06	1963	49987600.0	배우자 있음	2	62	72800	0	18200	0	0	2600	3	3	3	0	0	0	0	0	0	11
5294	2022-02	1997	23865400.0	미혼	1	49	7800	10400	24700	20800	5200	5200	3	4	3	0	0	0	0	0	0	11
1958	2022-06	1981	71515600.0	배우자 있음	1	85	756600	0	84500	0	0	16900	8	9	6	0	0	0	0	0	0	11
7349	2020-12	1981	12638600.0	배우자 있음	1	7	7800	22100	20800	7800	20800	54600	3	3	4	0	0	0	0	0	1	11
8799	2021-12	1992	49627500.0	배우자 있음	1	6	91000	7800	89700	2600	3900	3900	3	4	3	0	0	0	0	0	0	11
1351	2020-12	1964	76252800.0	배우자 있음	1	25	1250600	15600	252200	20800	31200	15600	7	13	4	0	0	0	0	1	0	11
1045	2020-11	1973	67752100.0	배우자 있음	1	55	145600	13000	139100	39000	0	26000	5	4	2	0	0	0	0	0	0	11
7732	2022-03	1986	84256900.0	배우자 있음	1	81	380900	0	161200	232700	126100	67600	7	10	1	0	0	0	0	0	0	11
8070	2022-05	1981	70488600.0	배우자 있음	1	98	258700	15600	40300	3900	15600	9100	3	5	1	0	0	0	0	0	0	11
477	2022-09	1994	108565600.0	배우자 있음	0	31	1378000	79300	1085500	104000	26000	131300	4	10	1	1	1	1	0	1	1	11
7832	2021-11	1967	100776000.0	배우자 있음	1	30	1222000	57200	514800	0	114400	75400	8	7	1	1	0	1	0	1	1	11
2202	2021-07	1986	53500200.0	배우자 있음	1	98	57200	2600	14300	2600	3900	9100	1	4	1	0	0	0	0	0	0	11
7396	2021-02	1974	104517400.0	배우자 있음	0	92	444600	66300	1216800	269100	45500	33800	5	12	1	0	0	0	0	1	0	11
4055	2022-08	2000	24369800.0	미혼	1	41	2600	13000	14300	15600	11700	26000	3	3	2	0	0	0	0	0	0	11
10340	2021-02	1992	45754800.0	배우자 있음	1	68	97500	15600	183300	55900	50700	243100	6	5	6	0	0	0	0	0	0	11
10091	2021-08	1964	78299000.0	미혼	1	78	676000	26000	477100	50700	105300	52000	6	6	2	0	0	0	0	0	0	11
7629	2022-08	1985	28740400.0	배우자 있음	2	46	6500	3900	11700	7800	2600	7800	2	3	2	0	0	0	0	0	0	11
10640	2021-12	1982	57709600.0	배우자 있음	2	71	113100	6500	92300	9100	15600	37700	4	4	5	0	0	0	0	0	0	11
3498	2021-02	1984	72051200.0	배우자 있음	1	6	600600	79300	239200	13000	68900	139100	7	9	4	0	0	1	0	0	1	11
6742	2021-04	1987	22994400.0	배우자 있음	1	82	2600	2600	1300	3900	1300	2600	1	2	1	0	0	0	0	0	0	11
1172	2021-07	1991	120238300.0	배우자 있음	0	71	1272700	57200	1215500	37700	32500	28600	7	12	1	1	0	0	1	1	1	11
569	2022-03	1999	117354900.0	미혼	0	32	915200	167700	1108900	156000	96200	144300	5	7	1	1	0	0	1	1	1	11
4686	2022-06	1970	107342300.0	사별	0	28	1119300	40300	725400	80600	123500	102700	6	13	0	0	0	0	0	1	0	11
1381	2022-04	1990	50066900.0	미혼	1	20	223600	3900	149500	20800	0	23400	6	5	5	0	0	0	0	0	1	11
2634	2022-07	1987	21648900.0	미혼	1	10	6500	9100	40300	19500	5200	9100	2	3	3	0	0	0	0	0	1	11
10905	2021-01	1963	55361800.0	배우자 있음	2	7	252200	2600	72800	0	0	0	4	6	5	0	0	0	0	0	1	11
1744	2021-04	1973	30587700.0	미혼	1	67	11700	9100	16900	3900	2600	26000	1	2	1	0	0	0	0	0	0	11
1000	2021-06	1969	97345300.0	배우자 있음	2	48	656500	93600	351000	46800	35100	70200	9	12	4	0	0	0	0	0	0	11
3828	2021-05	1959	92439100.0	배우자 있음	1	61	692900	13000	282100	257400	226200	253500	7	13	2	0	0	0	0	0	0	11
8605	2022-06	1972	60983000.0	배우자 있음	2	36	62400	0	18200	0	0	7800	2	3	2	0	0	0	0	0	0	11
10304	2021-03	1967	24297000.0	배우자 있음	0	77	7800	1300	9100	29900	5200	24700	1	2	1	0	0	0	0	0	0	11
4351	2021-07	1963	48417200.0	이혼	2	90	23400	2600	13000	0	0	32500	1	2	1	0	0	1	0	0	0	11
10129	2022-06	1974	107155100.0	배우자 있음	0	35	626600	191100	661700	135200	139100	139100	3	12	1	0	0	0	0	1	0	11
2499	2021-08	1966	97944600.0	미혼	1	38	265200	126100	126100	27300	153400	33800	5	10	1	0	0	0	0	0	0	11
10092	2021-05	1962	91057200.0	이혼	1	46	1394900	0	325000	198900	18200	18200	7	5	4	0	0	0	0	0	0	11
7500	2022-07	1975	102889800.0	미혼	2	33	318500	20800	289900	27300	55900	20800	8	8	2	0	0	0	0	0	0	11
5796	2022-02	1971	100668100.0	배우자 있음	0	70	728000	27300	574600	37700	57200	37700	4	13	1	0	0	0	0	1	0	11
10556	2022-08	1967	71479200.0	배우자 있음	1	51	224900	16900	170300	41600	3900	7800	6	6	4	1	0	0	0	0	0	11
1064	2022-03	1979	55123900.0	배우자 있음	1	18	28600	1300	14300	0	6500	3900	1	3	1	0	0	0	0	0	0	11
48	2022-07	1972	72489300.0	배우자 있음	1	97	176800	1300	15600	0	3900	41600	4	3	2	0	0	0	1	0	0	11
7610	2021-07	1991	48479600.0	배우자 있음	1	32	357500	0	111800	13000	29900	85800	6	5	5	0	0	0	0	0	0	11
263	2022-08	1953	59248800.0	미혼	0	9	72800	24700	37700	2600	18200	32500	3	3	1	0	0	0	0	0	1	11
10814	2021-04	1955	91417300.0	배우자 있음	0	6	393900	29900	976300	106600	33800	248300	6	13	1	0	0	0	0	0	1	11
9710	2021-04	1977	75511800.0	이혼	1	80	920400	9100	80600	0	0	19500	11	7	2	0	0	0	0	0	0	11
9292	2021-01	1960	106333500.0	배우자 있음	0	74	421200	171600	900900	35100	153400	114400	4	7	1	0	0	0	0	0	0	11
10250	2021-02	1955	36905700.0	배우자 있음	0	49	1300	6500	3900	9100	5200	10400	1	2	1	0	0	0	0	0	0	11
7881	2021-12	1954	86885500.0	배우자 있음	0	21	806000	33800	253500	44200	22100	183300	6	13	1	0	0	0	0	0	0	11
5847	2021-08	1977	90871300.0	이혼	1	95	405600	27300	267800	132600	119600	193700	7	10	3	0	0	0	0	0	0	11
737	2021-05	1957	104468000.0	배우자 있음	0	56	1940900	111800	590200	145600	55900	55900	4	5	2	1	0	0	1	1	0	11
3571	2021-01	1969	82344600.0	배우자 있음	1	48	1193400	27300	153400	16900	13000	27300	8	5	3	0	0	0	1	0	1	11
7807	2020-12	1982	58485700.0	배우자 있음	1	26	127400	0	137800	63700	13000	137800	5	5	5	0	0	0	0	0	0	11
3878	2022-05	1988	41416700.0	미혼	1	3	3900	5200	9100	19500	10400	14300	1	3	1	0	0	0	0	0	0	11
5092	2021-05	1957	67039700.0	사별	1	39	494000	0	61100	7800	0	44200	7	7	4	0	0	0	1	0	1	11
2154	2021-03	1979	39483600.0	사별	2	33	19500	0	15600	9100	3900	9100	2	3	3	0	0	0	0	0	0	11
5394	2021-06	1987	20818200.0	미혼	2	42	3900	11700	5200	9100	10400	9100	1	4	4	0	0	0	0	0	0	11
3798	2022-02	1976	53456000.0	배우자 있음	2	80	31200	2600	29900	0	10400	31200	2	3	3	0	0	0	0	0	0	11
3524	2021-10	1979	51691900.0	미혼	1	9	104000	1300	78000	5200	7800	20800	5	2	2	0	0	0	0	0	1	11
5247	2022-08	1963	50342500.0	배우자 있음	2	52	40300	0	7800	2600	1300	6500	1	4	2	0	0	0	0	0	0	11
5883	2021-08	1980	101375300.0	배우자 있음	1	78	179400	156000	265200	20800	163800	78000	7	7	3	0	0	0	0	0	0	11
2118	2021-12	1972	81776500.0	배우자 있음	1	68	215800	97500	124800	154700	139100	76700	7	8	3	0	0	0	0	0	0	11
8812	2021-06	1987	17592900.0	이혼	1	45	15600	3900	10400	10400	0	22100	2	3	2	0	0	0	0	0	0	11
6616	2022-01	1983	77325300.0	배우자 있음	1	47	231400	3900	110500	92300	85800	75400	3	8	2	0	0	0	0	0	0	11
2797	2021-11	1985	93752100.0	배우자 있음	1	34	919100	26000	222300	84500	78000	65000	9	9	1	0	0	0	0	0	0	11
4328	2021-12	1994	28541500.0	배우자 있음	1	81	6500	1300	9100	22100	18200	14300	2	3	2	0	0	0	0	0	0	11
9167	2021-06	1964	87270300.0	배우자 있음	1	72	604500	92300	325000	120900	45500	80600	9	12	3	0	0	0	0	0	0	11
10560	2022-09	1988	47842600.0	미혼	1	23	20800	1300	2600	0	0	1300	1	3	1	0	0	0	0	0	0	11
2631	2021-08	1990	93408900.0	배우자 있음	0	29	465400	140400	536900	183300	126100	41600	2	6	1	0	0	0	0	0	0	11
8312	2022-09	1969	36723700.0	배우자 있음	0	80	1300	11700	9100	2600	18200	13000	2	3	1	0	0	0	0	0	0	11
5534	2022-01	1983	62150400.0	배우자 있음	1	30	159900	1300	33800	2600	0	93600	3	3	2	0	0	1	0	0	0	11
5093	2020-12	1982	33161700.0	이혼	1	15	52000	3900	39000	13000	9100	14300	3	3	3	0	0	0	0	0	1	11
7592	2021-07	1954	66315600.0	배우자 있음	0	86	132600	11700	81900	2600	11700	31200	4	4	1	0	0	0	0	0	0	11
8895	2021-01	1993	91774800.0	미혼	0	68	451100	57200	694200	22100	0	33800	3	12	1	0	0	0	0	0	0	11
8584	2021-09	1960	111060300.0	배우자 있음	0	54	488800	68900	600600	218400	68900	68900	2	7	1	0	0	0	0	0	0	11
2694	2022-06	1975	55463200.0	배우자 있음	1	44	27300	0	3900	0	0	0	1	3	1	0	0	0	0	0	0	11
8910	2021-01	1963	55361800.0	배우자 있음	2	7	252200	2600	72800	0	0	0	4	6	5	0	0	0	0	0	1	11
7433	2020-11	1993	38688000.0	미혼	1	87	83200	5200	88400	9100	6500	22100	3	4	4	0	0	0	0	0	0	11
164	2021-01	1985	37664900.0	배우자 있음	0	59	267800	0	59800	3900	2600	15600	5	5	2	0	0	0	0	0	0	11
10477	2021-11	1981	51265500.0	배우자 있음	1	16	92300	0	23400	0	0	16900	3	2	1	0	0	0	0	0	0	11
2681	2021-10	1992	84981000.0	배우자 있음	0	1	92300	28600	145600	179400	115700	37700	2	13	1	0	0	0	0	0	0	11
5150	2021-03	1987	26252200.0	미혼	1	64	0	5200	9100	14300	13000	19500	2	3	2	0	0	0	0	0	0	11
5283	2022-05	1984	55214900.0	미혼	2	72	120900	1300	27300	0	5200	32500	2	4	3	0	0	0	0	0	0	11
9645	2021-01	1976	83967000.0	배우자 있음	0	98	1196000	179400	218400	46800	59800	39000	9	10	1	0	0	0	0	0	0	11
10678	2022-02	1967	92601600.0	배우자 있음	1	91	848900	22100	221000	44200	33800	22100	11	10	2	0	0	0	0	0	0	11
7261	2021-03	1979	44980000.0	배우자 있음	2	8	258700	42900	78000	10400	3900	19500	5	5	5	0	0	0	0	0	1	11
9648	2021-01	1975	60975200.0	미혼	2	20	198900	5200	72800	0	11700	40300	5	4	4	0	0	0	0	0	0	11
2870	2020-12	1981	63822200.0	배우자 있음	1	6	488800	0	49400	14300	10400	89700	6	6	5	0	0	0	0	0	0	11
8008	2022-03	1991	46897500.0	배우자 있음	1	54	59800	0	39000	15600	1300	39000	2	4	1	0	0	0	0	0	0	11
1513	2020-11	1987	79090700.0	배우자 있음	2	72	780000	27300	166400	289900	195000	166400	2	12	13	0	0	0	0	0	0	11
6173	2022-01	1987	100487400.0	배우자 있음	1	46	552500	149500	379600	29900	45500	102700	6	11	1	0	0	0	0	0	0	11
1419	2021-11	1958	44233800.0	배우자 있음	2	11	23400	7800	19500	15600	10400	22100	2	3	3	0	0	0	0	0	0	11
9150	2022-07	1971	63593400.0	미혼	2	21	67600	0	11700	0	0	1300	1	4	2	0	0	0	0	0	0	11
7960	2021-11	1970	106758600.0	배우자 있음	0	89	954200	28600	455000	196300	32500	130000	3	13	1	0	0	0	0	1	0	11
1250	2022-05	1984	49006100.0	미혼	1	82	44200	7800	27300	14300	5200	10400	2	3	1	0	0	0	0	0	0	11
9905	2021-10	1960	44296200.0	배우자 있음	2	69	175500	1300	53300	13000	1300	87100	3	3	5	0	0	1	0	0	0	11
10691	2021-09	1968	37076000.0	배우자 있음	2	55	14300	0	13000	0	2600	26000	1	2	1	0	0	0	0	0	0	11
7002	2021-12	1963	81295500.0	미혼	1	13	211900	62400	117000	0	58500	67600	3	8	1	0	0	0	0	0	0	11
2952	2022-07	1985	47154900.0	미혼	1	80	37700	3900	39000	3900	2600	11700	3	3	2	0	0	0	0	0	0	11
8439	2022-09	1972	82425200.0	배우자 있음	2	97	954200	33800	91000	14300	57200	22100	6	4	2	1	0	0	0	0	0	11
762	2022-07	1989	98506200.0	배우자 있음	1	27	442000	27300	174200	335400	18200	72800	7	8	1	0	0	0	0	0	0	11
2831	2022-09	1984	101940800.0	배우자 있음	1	99	588900	49400	362700	244400	49400	237900	7	10	2	0	0	0	0	0	0	11
6977	2021-01	1982	98412600.0	배우자 있음	1	87	1394900	0	817700	188500	48100	48100	10	13	1	0	0	0	0	1	0	11
6289	2021-07	1959	77200500.0	배우자 있음	2	85	175500	0	13000	0	5200	46800	3	4	2	0	0	0	0	0	0	11
4168	2021-06	1974	48191000.0	미혼	2	30	300300	9100	178100	5200	19500	50700	5	8	9	0	0	0	0	0	1	11
8397	2022-04	1959	58095700.0	배우자 있음	2	82	23400	0	6500	0	0	14300	1	2	2	0	0	1	0	0	0	11
9284	2021-09	1966	70170100.0	배우자 있음	1	21	806000	20800	214500	0	31200	106600	5	12	5	0	0	0	0	0	0	11
6237	2022-03	1974	9287200.0	미혼	2	92	105300	5200	42900	6500	2600	378300	23	1	0	0	0	0	0	0	0	11
3130	2021-08	1972	24311300.0	미혼	2	95	15600	5200	2600	13000	7800	13000	2	4	4	0	0	0	0	0	0	11
1619	2022-07	1964	117479700.0	배우자 있음	0	2	379600	66300	1275300	291200	29900	22100	4	6	1	0	0	0	0	0	1	11
1990	2021-02	1982	82106700.0	미혼	0	74	1254500	44200	761800	115700	111800	48100	3	8	1	0	0	1	0	0	0	11
5513	2020-12	1974	49085400.0	배우자 있음	2	49	35100	2600	13000	0	0	1300	1	3	2	0	0	0	0	0	0	11
269	2021-02	1971	60784100.0	미혼	1	71	1010100	39000	211900	0	66300	158600	4	7	6	0	0	0	0	0	0	11
8093	2022-09	1977	103654200.0	배우자 있음	0	72	743600	10400	301600	29900	80600	22100	4	6	1	1	0	0	0	0	0	11
10513	2021-04	2000	82169100.0	배우자 있음	0	68	569400	219700	734500	118300	219700	91000	2	6	1	1	0	0	0	0	0	11
10177	2021-05	1962	93692300.0	이혼	1	4	690300	89700	390000	195000	179400	195000	5	8	3	0	0	0	0	0	0	11
2549	2021-10	1991	28392000.0	배우자 있음	1	80	22100	0	11700	0	0	1300	1	3	1	0	0	0	0	0	0	11
5782	2021-12	1990	76156600.0	배우자 있음	1	15	522600	45500	137800	131300	100100	54600	9	9	2	0	0	0	1	0	0	11
10057	2021-10	1959	93966600.0	미혼	0	70	653900	35100	544700	117000	180700	198900	5	9	1	0	0	0	0	0	1	11
10307	2021-11	1964	65503100.0	배우자 있음	2	91	479700	11700	113100	15600	18200	44200	6	8	3	0	0	0	0	0	0	11
8566	2022-09	1969	42357900.0	배우자 있음	2	10	6500	0	3900	0	0	1300	1	2	1	0	0	0	0	0	0	11
2415	2022-07	1970	81338400.0	배우자 있음	1	99	470600	22100	517400	104000	45500	79300	5	5	3	1	0	0	0	0	0	11
5684	2022-01	1979	58025500.0	이혼	2	25	72800	0	11700	0	0	3900	2	3	2	0	0	0	0	0	0	11
8334	2021-12	1979	43310800.0	미혼	2	34	102700	1300	40300	5200	5200	15600	2	4	3	0	0	0	0	0	0	11
9166	2021-11	1976	83157100.0	배우자 있음	1	57	503100	109200	183300	94900	45500	210600	4	12	3	0	0	0	0	0	0	11
1440	2020-12	1986	68266900.0	배우자 있음	0	84	477100	22100	313300	135200	244400	301600	9	9	2	0	0	0	0	0	0	11
78	2021-12	1977	32880900.0	배우자 있음	1	51	19500	0	14300	0	2600	11700	1	2	1	0	0	0	0	0	0	11
5441	2021-11	1973	70344300.0	사별	1	97	347100	7800	70200	10400	3900	65000	5	6	2	0	0	0	0	0	0	11
5302	2021-05	1994	101912200.0	배우자 있음	0	13	387400	35100	906100	280800	31200	215800	4	5	1	0	0	0	0	0	1	11
4687	2021-08	1966	104960700.0	배우자 있음	0	92	876200	119600	956800	50700	0	119600	3	9	1	0	0	0	0	0	0	11
1087	2021-08	1983	29469700.0	배우자 있음	1	30	20800	18200	46800	48100	28600	62400	4	2	3	0	0	0	0	0	1	11
6859	2022-01	1995	38006800.0	미혼	1	30	48100	5200	31200	20800	11700	11700	4	3	2	0	0	0	0	0	0	11
9860	2021-06	1967	58384300.0	배우자 있음	1	11	206700	0	28600	2600	1300	40300	4	4	3	0	0	0	0	0	0	11
7129	2021-05	1970	71100900.0	배우자 있음	1	72	891800	22100	184600	29900	33800	45500	6	13	8	0	0	0	0	0	0	11
5866	2022-06	1982	62641800.0	배우자 있음	1	39	126100	3900	85800	15600	9100	44200	4	4	3	0	0	0	0	0	0	11
10521	2021-12	1985	71251700.0	배우자 있음	2	0	81900	7800	74100	16900	16900	28600	2	5	4	0	0	0	0	0	1	11
7393	2021-03	1986	54054000.0	배우자 있음	2	15	72800	6500	31200	5200	0	3900	2	3	3	0	0	0	0	0	0	11
7849	2021-12	1978	104436800.0	배우자 있음	0	12	271700	24700	592800	208000	184600	85800	2	13	1	0	0	0	0	0	0	11
332	2021-06	1965	62065900.0	배우자 있음	1	56	257400	2600	55900	0	15600	26000	4	6	3	0	0	0	1	0	0	11
9847	2020-10	1963	81863600.0	배우자 있음	1	39	406900	19500	61100	26000	0	249600	7	3	2	0	0	0	0	0	0	11
531	2020-12	1962	74532900.0	이혼	1	55	1223300	18200	516100	98800	75400	228800	8	9	11	0	0	0	0	0	1	11
9576	2021-05	1990	42006900.0	배우자 있음	1	60	111800	5200	72800	2600	5200	9100	4	4	3	0	0	0	0	0	0	11
6906	2021-08	1961	110438900.0	사별	0	73	217100	62400	782600	81900	93600	93600	3	4	1	1	0	0	1	1	1	11
7419	2022-07	1976	35192300.0	이혼	1	90	10400	3900	24700	0	2600	3900	2	3	2	0	0	0	0	0	0	11
3170	2021-11	1965	88592400.0	배우자 있음	0	86	505700	85800	530400	48100	74100	110500	4	6	1	0	0	0	0	0	0	11
8527	2022-03	1973	85455500.0	배우자 있음	2	37	310700	9100	154700	5200	19500	14300	6	6	5	0	0	0	0	0	0	11
7872	2020-12	1983	112886800.0	배우자 있음	0	7	232700	27300	354900	0	27300	81900	6	6	1	1	0	1	0	1	1	11
9931	2022-09	1971	5229900.0	배우자 있음	2	29	6500	0	1300	1300	1300	1300	0	0	15	0	0	0	0	0	0	11
10595	2021-10	1998	39120900.0	배우자 있음	0	19	2600	7800	36400	16900	5200	20800	2	3	1	0	0	0	0	0	0	11
4609	2022-04	1974	75016500.0	배우자 있음	1	14	497900	0	68900	7800	5200	52000	8	6	3	0	0	0	0	0	0	11
5010	2022-05	1996	32510400.0	미혼	1	72	2600	10400	10400	7800	1300	11700	1	3	2	0	0	0	0	0	0	11
4427	2020-12	2003	108234100.0	미혼	0	56	696800	35100	767000	49400	139100	87100	5	12	1	0	0	1	0	1	1	11
11148	2021-08	1983	28964000.0	배우자 있음	1	85	2600	1300	5200	3900	1300	2600	1	2	1	0	0	0	0	0	0	11
1168	2021-01	1986	93806700.0	배우자 있음	0	62	418600	68900	1168700	44200	52000	68900	4	10	1	0	0	0	0	0	0	11
9595	2021-04	1969	83538000.0	배우자 있음	0	1	700700	219700	1060800	26000	0	39000	4	4	1	0	0	0	0	0	1	11
10163	2021-12	1992	107552900.0	미혼	0	28	925600	65000	546000	84500	49400	49400	8	7	1	0	0	0	0	0	1	11
2886	2021-11	1979	96577000.0	이혼	1	70	1457300	0	93600	0	15600	15600	10	10	4	1	0	0	1	0	0	11
6710	2021-02	1959	75682100.0	미혼	3	84	88400	1300	16900	3900	6500	16900	2	4	1	0	0	0	0	0	0	11
5316	2021-09	1984	27331200.0	배우자 있음	0	89	46800	5200	23400	7800	2600	23400	2	4	1	0	0	0	0	0	0	11
9029	2021-04	1980	91150800.0	배우자 있음	0	73	919100	57200	783900	123500	75400	37700	2	12	1	0	0	0	0	0	0	11
521	2020-12	1993	70207800.0	배우자 있음	1	42	226200	100100	263900	7800	31200	126100	8	7	2	0	0	0	0	0	0	11
1459	2021-02	1974	89781900.0	배우자 있음	1	16	865800	45500	161200	89700	10400	33800	5	5	1	0	0	0	0	0	0	11
10241	2022-03	1983	14882400.0	이혼	0	16	0	0	0	7800	2600	7800	1	2	1	0	0	0	0	0	0	11
1630	2021-11	1987	80372500.0	미혼	1	56	210600	65000	130000	71500	39000	35100	4	8	1	0	0	0	0	0	0	11
3254	2022-01	1979	92151800.0	배우자 있음	1	65	529100	91000	310700	133900	114400	68900	5	4	1	0	0	0	0	0	0	11
9064	2021-02	1990	89841700.0	배우자 있음	0	10	1069900	32500	596700	161200	37700	123500	6	7	1	0	0	0	0	1	1	11
3678	2021-01	1981	78270400.0	사별	2	13	634400	29900	92300	19500	0	76700	8	7	11	0	0	0	1	0	1	11
4227	2021-12	1976	42755700.0	배우자 있음	2	78	36400	0	16900	5200	2600	10400	2	3	3	0	0	0	0	0	0	11
9467	2022-08	1992	45159400.0	미혼	1	51	3900	2600	13000	3900	0	2600	1	3	1	0	0	0	0	0	0	11
8486	2020-12	1979	39699400.0	배우자 있음	1	27	369200	0	67600	10400	3900	26000	9	4	4	0	0	0	0	0	0	11
